date,y_true,y_pred
2010-01-04,0.05762912361261735,0.0
2010-01-05,0.04068124886403478,0.0
2010-01-06,0.016022669186685986,0.0
2010-01-07,0.030782170339193053,0.0
2010-01-08,0.019635022291166707,0.0
2010-01-11,-0.03931538714673785,0.0
2010-01-12,-0.057178439651900975,0.0
2010-01-13,-0.050846640653768295,0.0
2010-01-14,-0.050846640653768295,0.0
2010-01-15,0.0,0.0
2010-01-19,-0.0075136731683814574,0.0
2010-01-20,0.006887040164271114,0.0
2010-01-21,0.060062653555880155,0.0
2010-01-22,0.07272155588197211,0.0
2010-01-25,0.06927834761466292,0.0
2010-01-26,0.07257070650758547,0.0
2010-01-27,0.07137268271526981,0.0
2010-01-28,0.05828254588994187,0.0
2010-01-29,0.06469829584773393,0.0
2010-02-01,0.0322208726499306,0.0
2010-02-02,0.02096514187912925,0.02335720769231945
2010-02-03,0.020046379237376257,0.02335720769231945
2010-02-04,0.010559024516067548,0.02335720769231945
2010-02-05,0.00842031472393697,0.02335720769231945
2010-02-08,0.016590270388932266,0.02335720769231945
2010-02-09,-0.015065500638097093,0.02335720769231945
2010-02-10,-0.011756186202385091,0.02335720769231945
2010-02-11,0.007528233476303391,0.02335720769231945
2010-02-12,0.02825150921891043,0.02335720769231945
2010-02-16,0.014773398688494067,0.02335720769231945
2010-02-17,0.0010535799832663373,0.010031258528866799
2010-02-18,0.009357214766611168,0.010031258528866799
2010-02-19,0.0065618825405166096,0.010031258528866799
2010-02-22,0.005524936517721633,0.010031258528866799
2010-02-23,-0.015553531450869486,0.010031258528866799
2010-02-24,-0.01999013460105266,0.010031258528866799
2010-02-25,-0.0020905745015135945,0.010031258528866799
2010-02-26,-0.008356586543681422,0.010031258528866799
2010-03-01,0.008858668969804515,0.010031258528866799
2010-03-02,0.026964870508451297,0.010031258528866799
2010-03-03,0.04176321032081491,0.00563214557389612
2010-03-04,0.030102594070667614,0.00563214557389612
2010-03-05,0.012298670517856127,0.00563214557389612
2010-03-08,0.013682838043958135,0.00563214557389612
2010-03-09,0.009620273602389307,0.00563214557389612
2010-03-10,0.027237120613177502,0.00563214557389612
2010-03-11,0.018391305546309765,0.00563214557389612
2010-03-12,0.020531897793857345,0.00563214557389612
2010-03-15,0.021176865814153206,0.00563214557389612
2010-03-16,0.002271611997799844,0.00563214557389612
2010-03-17,0.005821501069868652,0.010323976659963539
2010-03-18,-0.007762059601332474,0.010323976659963539
2010-03-19,-0.038377182696694864,0.010323976659963539
2010-03-22,-0.04840185955718181,0.010323976659963539
2010-03-23,-0.061024714812935255,0.010323976659963539
2010-03-24,-0.05600272267321542,0.010323976659963539
2010-03-25,-0.03812488787509544,0.010323976659963539
2010-03-26,-0.037023100887907855,0.010323976659963539
2010-03-29,-0.06758218234532487,0.010323976659963539
2010-03-30,-0.07430384876054846,0.010323976659963539
2010-03-31,-0.07958931146829258,-0.0028265439585365404
2010-04-01,-0.1066335991920447,-0.0028265439585365404
2010-04-05,-0.11569337039967312,-0.0028265439585365404
2010-04-06,-0.11742799198267745,-0.0028265439585365404
2010-04-07,-0.09169767314458593,-0.0028265439585365404
2010-04-08,-0.11029535497449285,-0.0028265439585365404
2010-04-09,-0.11986985864383208,-0.0028265439585365404
2010-04-12,-0.08310865749344647,-0.0028265439585365404
2010-04-13,-0.07213256925111777,-0.0028265439585365404
2010-04-14,-0.06985549705153422,-0.0028265439585365404
2010-04-15,-0.08874071183051833,-0.021587312838863174
2010-04-16,-0.06202792179628849,-0.021587312838863174
2010-04-19,-0.061151600221360236,-0.021587312838863174
2010-04-20,-0.06371587402948073,-0.021587312838863174
2010-04-21,-0.060662885004085614,-0.021587312838863174
2010-04-22,-0.07275354729058808,-0.021587312838863174
2010-04-23,-0.07881052437026824,-0.021587312838863174
2010-04-26,-0.08222945843534113,-0.021587312838863174
2010-04-27,-0.05358703489481145,-0.021587312838863174
2010-04-28,-0.04579034834305285,-0.021587312838863174
2010-04-29,-0.06629870269294057,-0.029147259135982564
2010-04-30,-0.047470809392144,-0.029147259135982564
2010-05-03,-0.08215211950651241,-0.029147259135982564
2010-05-04,-0.022953299785280636,-0.029147259135982564
2010-05-05,-0.016508325940620013,-0.029147259135982564
2010-05-06,0.022538004051911496,-0.029147259135982564
2010-05-07,0.04461097590493347,-0.029147259135982564
2010-05-10,-0.014913787710007884,-0.029147259135982564
2010-05-11,-0.011116531352066436,-0.029147259135982564
2010-05-12,-0.04358129083896802,-0.029147259135982564
2010-05-13,-0.0015706346671342266,-0.02838116336315213
2010-05-14,0.025638355057295354,-0.02838116336315213
2010-05-17,0.026016685755652004,-0.02838116336315213
2010-05-18,0.04705259031640483,-0.02838116336315213
2010-05-19,0.05703020792454011,-0.02838116336315213
2010-05-20,0.10090385385369438,-0.02838116336315213
2010-05-21,0.1032508466821253,-0.02838116336315213
2010-05-24,0.11247800863283068,-0.02838116336315213
2010-05-25,0.10698214572031413,-0.02838116336315213
2010-05-26,0.10429167168929084,-0.02838116336315213
2010-05-27,0.05763980105262926,-0.016307596305695445
2010-05-28,0.08512330740681064,-0.016307596305695445
2010-06-01,0.11570766168473733,-0.016307596305695445
2010-06-02,0.08981419443630535,-0.016307596305695445
2010-06-03,0.08849090156248417,-0.016307596305695445
2010-06-04,0.1319472505167539,-0.016307596305695445
2010-06-07,0.1505340355079013,-0.016307596305695445
2010-06-08,0.1379429110212254,-0.016307596305695445
2010-06-09,0.13949785569754586,-0.016307596305695445
2010-06-10,0.10163844697481457,-0.016307596305695445
2010-06-11,0.10779161484691205,-0.0022919037621603115
2010-06-14,0.11035835010476593,-0.0022919037621603115
2010-06-15,0.10158922713694908,-0.0022919037621603115
2010-06-16,0.11025831273172916,-0.0022919037621603115
2010-06-17,0.10306017422794858,-0.0022919037621603115
2010-06-18,0.09500715445638115,-0.0022919037621603115
2010-06-21,0.09303866765919809,-0.0022919037621603115
2010-06-22,0.11185375216748822,-0.0022919037621603115
2010-06-23,0.10395592738869941,-0.0022919037621603115
2010-06-24,0.12465053333773506,-0.0022919037621603115
2010-06-25,0.10088994687796626,0.008552923754633788
2010-06-28,0.10845458127431575,0.008552923754633788
2010-06-29,0.16797303482206738,0.008552923754633788
2010-06-30,0.17757089167448442,0.008552923754633788
2010-07-01,0.17835263591090936,0.008552923754633788
2010-07-02,0.1770007934215606,0.008552923754633788
2010-07-06,0.19754149110171365,0.008552923754633788
2010-07-07,0.15517059105948525,0.008552923754633788
2010-07-08,0.14208945554111363,0.008552923754633788
2010-07-09,0.12981468773663998,0.008552923754633788
2010-07-12,0.16049866890653516,0.021728640771669413
2010-07-13,0.15852688306886756,0.021728640771669413
2010-07-14,0.15851787356586203,0.021728640771669413
2010-07-15,0.15827437894041943,0.021728640771669413
2010-07-16,0.19488923482234363,0.021728640771669413
2010-07-19,0.1856811870393237,0.021728640771669413
2010-07-20,0.17315280806945682,0.021728640771669413
2010-07-21,0.18464987757238746,0.021728640771669413
2010-07-22,0.1549256857927911,0.021728640771669413
2010-07-23,0.13974754635481415,0.021728640771669413
2010-07-26,0.11952669286203274,0.033825121908470306
2010-07-27,0.1373953955011347,0.033825121908470306
2010-07-28,0.1319609610685126,0.033825121908470306
2010-07-29,0.13498042035017063,0.033825121908470306
2010-07-30,0.13908708600985092,0.033825121908470306
2010-08-02,0.12176775053346864,0.033825121908470306
2010-08-03,0.1249525643295799,0.033825121908470306
2010-08-04,0.11792642517820202,0.033825121908470306
2010-08-05,0.11670788509508336,0.033825121908470306
2010-08-06,0.1230634749883827,0.033825121908470306
2010-08-09,0.1161693964558406,0.040972179114868106
2010-08-10,0.12411216484744049,0.040972179114868106
2010-08-11,0.16930862577563505,0.040972179114868106
2010-08-12,0.17499174344896312,0.040972179114868106
2010-08-13,0.18147086788880254,0.040972179114868106
2010-08-16,0.18181013439294344,0.040972179114868106
2010-08-17,0.1665642767489816,0.040972179114868106
2010-08-18,0.16430312074200915,0.040972179114868106
2010-08-19,0.18957122037713328,0.040972179114868106
2010-08-20,0.20284987272844923,0.040972179114868106
2010-08-23,0.2149995598917157,0.04998239077385038
2010-08-24,0.23956841863328956,0.04998239077385038
2010-08-25,0.24855350278052657,0.04998239077385038
2010-08-26,0.2394109657618475,0.04998239077385038
2010-08-27,0.214336641742577,0.04998239077385038
2010-08-30,0.23787556030762266,0.04998239077385038
2010-08-31,0.2511962034191341,0.04998239077385038
2010-09-01,0.21113040340560343,0.04998239077385038
2010-09-02,0.20437002941513593,0.04998239077385038
2010-09-03,0.19288625071688076,0.04998239077385038
2010-09-07,0.1826007298026493,0.06167908162942257
2010-09-08,0.1836469894096114,0.06167908162942257
2010-09-09,0.1986169003703833,0.06167908162942257
2010-09-10,0.1864250100864679,0.06167908162942257
2010-09-13,0.17715079052186414,0.06167908162942257
2010-09-14,0.18362741308992236,0.06167908162942257
2010-09-15,0.19309852405896066,0.06167908162942257
2010-09-16,0.2011167046820365,0.06167908162942257
2010-09-17,0.1966055354706353,0.06167908162942257
2010-09-20,0.1870706353573874,0.06167908162942257
2010-09-21,0.19257204647609982,0.06963638423289566
2010-09-22,0.19665285369752705,0.06963638423289566
2010-09-23,0.2078639516715128,0.06963638423289566
2010-09-24,0.18554995502204405,0.06963638423289566
2010-09-27,0.19430661066555582,0.06963638423289566
2010-09-28,0.1915119530520646,0.06963638423289566
2010-09-29,0.16248705682934353,0.06963638423289566
2010-09-30,0.14856330882437457,0.06963638423289566
2010-10-01,0.15337474230722575,0.06963638423289566
2010-10-04,0.17297095996074438,0.06963638423289566
2010-10-05,0.15140741207428593,0.07616279362217528
2010-10-06,0.12387558335800086,0.07616279362217528
2010-10-07,0.13102280027810317,0.07616279362217528
2010-10-08,0.1464904808290734,0.07616279362217528
2010-10-11,0.1374166884194458,0.07616279362217528
2010-10-12,0.12876780071168217,0.07616279362217528
2010-10-13,0.12788244448153696,0.07616279362217528
2010-10-14,0.13156372149107404,0.07616279362217528
2010-10-15,0.11726584586577063,0.07616279362217528
2010-10-18,0.1296819972305096,0.07616279362217528
2010-10-19,0.13463210338083995,0.07929472050282932
2010-10-20,0.11117667083209133,0.07929472050282932
2010-10-21,0.0843659478356541,0.07929472050282932
2010-10-22,0.10011283679805492,0.07929472050282932
2010-10-25,0.09867979411271614,0.07929472050282932
2010-10-26,0.1250180649133945,0.07929472050282932
2010-10-27,0.12452356204788609,0.07929472050282932
2010-10-28,0.12998477683000717,0.07929472050282932
2010-10-29,0.1387616549196522,0.07929472050282932
2010-11-01,0.14227177743694083,0.07929472050282932
2010-11-02,0.13187560758818612,0.08138198357692902
2010-11-03,0.13839808498889922,0.08138198357692902
2010-11-04,0.12142106774765986,0.08138198357692902
2010-11-05,0.11941026353537168,0.08138198357692902
2010-11-08,0.1318026142428783,0.08138198357692902
2010-11-09,0.14217075372320587,0.08138198357692902
2010-11-10,0.13878590567058202,0.08138198357692902
2010-11-11,0.14561874496908228,0.08138198357692902
2010-11-12,0.15251846324962737,0.08138198357692902
2010-11-15,0.1406575892268617,0.08138198357692902
2010-11-16,0.15597992585846374,0.09048485177412026
2010-11-17,0.1478381899735284,0.08991129635386498
2010-11-18,0.12476682977391673,0.0745483752071398
2010-11-19,0.12170970489460739,0.0018254979433023621
2010-11-22,0.12735611822929044,0.0035421217193049997
2010-11-23,0.12684022901658765,0.013266576978463326
2010-11-24,0.11315526593115131,-0.00036937394182381955
2010-11-26,0.137499035103859,0.07575664263271496
2010-11-29,0.14073245426341394,0.07595354148731007
2010-11-30,0.14025512782062124,0.07764019780879296
2010-12-01,0.1338303226935682,0.07205163955306759
2010-12-02,0.12284002027797279,0.0650026235716668
2010-12-03,0.12416035614066442,-0.004447529258595151
2010-12-06,0.12889101932649571,-0.004368283968418887
2010-12-07,0.12469737922428964,-0.00621473634889623
2010-12-08,0.12407220081214264,-0.0022729444615329497
2010-12-09,0.1064745384736701,-0.004479236297452893
2010-12-10,0.09266397567858436,0.05808091005634276
2010-12-13,0.10078882479224421,0.05699059634069181
2010-12-14,0.10034500252797639,0.05373631262208662
2010-12-15,0.11351541525417824,0.08781878406987235
2010-12-16,0.08897197237460713,0.08781878406987235
2010-12-17,0.09914548494452305,0.08781878406987235
2010-12-20,0.08730098175736528,0.08781878406987235
2010-12-21,0.07550231427201538,0.08781878406987235
2010-12-22,0.05952812425518649,0.08781878406987235
2010-12-23,0.07494865504520569,0.08781878406987235
2010-12-27,0.0796015191807861,0.08781878406987235
2010-12-28,0.06952815731470896,0.08781878406987235
2010-12-29,0.054383977823927385,0.08781878406987235
2010-12-30,0.050934333017360924,0.08748938738084533
2010-12-31,0.05820939194651414,0.08748938738084533
2011-01-03,0.05511575316598606,0.08748938738084533
2011-01-04,0.061379163292097944,0.08748938738084533
2011-01-05,0.06533610373174044,0.08748938738084533
2011-01-06,0.033806904253987295,0.08748938738084533
2011-01-07,0.037025853834175,0.08748938738084533
2011-01-10,0.02212657423801557,0.08748938738084533
2011-01-11,0.011223505377071315,0.08748938738084533
2011-01-12,0.002515728889289357,0.08748938738084533
2011-01-13,-0.007295266380789821,0.08550096837225274
2011-01-14,-0.0036267600251559014,0.08550096837225274
2011-01-18,-0.026899888175382723,0.08550096837225274
2011-01-19,-0.01605441263103624,0.08550096837225274
2011-01-20,0.007832173723763852,0.08550096837225274
2011-01-21,-0.015438988820133434,0.08550096837225274
2011-01-24,-0.02147622428946993,0.08550096837225274
2011-01-25,-0.020935865407700097,0.08550096837225274
2011-01-26,-0.018013554628197023,0.08550096837225274
2011-01-27,-0.006039030674667616,0.08550096837225274
2011-01-28,0.00806111655667197,0.08156913836812757
2011-01-31,-0.0055340693468601985,0.08156913836812757
2011-02-01,-0.03095021606312692,0.08156913836812757
2011-02-02,-0.019851801961481685,0.08156913836812757
2011-02-03,-0.004923431674443056,0.08156913836812757
2011-02-04,-0.00326794773754217,0.08156913836812757
2011-02-07,0.0029582005245816223,0.08156913836812757
2011-02-08,0.014079094901311923,0.08156913836812757
2011-02-09,0.008791899775851306,0.08156913836812757
2011-02-10,0.00874530088601772,0.08156913836812757
2011-02-11,0.011818936696894862,0.04444325536325941
2011-02-14,0.0002644009374652042,0.04567364116214823
2011-02-15,-0.014708093952835446,0.052978347535489106
2011-02-16,-0.02922068774227122,0.04935101743571366
2011-02-17,-0.027523415402623493,0.047195957934359184
2011-02-18,-0.04105211204993187,0.044917456782710884
2011-02-22,-0.01088736158949056,0.08827527385419826
2011-02-23,-0.004418671730407086,0.10018630903259237
2011-02-24,0.002735938128193257,0.09490178083737658
2011-02-25,-0.004353848023446249,0.08713727519038633
2011-02-28,0.005658182964718189,0.07398713638344882
2011-03-01,0.016701294015636567,0.08770943151525962
2011-03-02,0.011200768136037572,0.0849991752747887
2011-03-03,-0.031333382350547216,0.07117777150264304
2011-03-04,-0.046959553861845936,0.03225134460401803
2011-03-07,-0.04625916716610056,0.03724552688461223
2011-03-08,-0.06664484821811759,0.0298586742023753
2011-03-09,-0.07084844668863742,0.030497226083713233
2011-03-10,-0.08580810419033306,0.03915751906948633
2011-03-11,-0.08862400963044179,0.07918006473229816
2011-03-14,-0.13526164251008257,0.06820842935534863
2011-03-15,-0.1258667088708652,0.07119672211941767
